Unnamed: 0,frontUserName,frontUserAvatar,content,createTime,picList,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
3190,i****g,,穿起来有点磨…,1556173574745,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3191,1****8,,穿着是挺舒服的，但是胸垫太差劲了，洗了一次就全部变形，看上去凹凸不平的，自己另外上淘宝买的胸垫塞进去用。,1556161445813,[],,3,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3192,海****,https://yanxuan.nosdn.127.net/7336e68b2b7c8dc8c13f68820b94e871.jpg,好穿,1555251646465,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3193,1****7,,很好,1555219017885,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3194,w****3,,好,1555209289665,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3195,m****2,,第二次买了，很好用的,1555157329832,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3196,琳****,https://yanxuan.nosdn.127.net/4a8b01301c4d038e2359bbee357ba937,很喜欢这个内衣，包裹的很严实的。,1554991427706,[],,5,,5,1634007,粉花灰,D85（C90 D85 D90）
3197,k****a,https://yanxuan.nosdn.127.net/81edff94b78309ced28778e801a9a314,穿着还挺舒服的。,1555026685366,[],,3,,5,1634007,蓝花灰,D85（C90 D85 D90）
3198,༺****༻,https://yanxuan.nosdn.127.net/f7dcad33dbdc456070e1b6816e3feb10,试了下，很舒服,1555072423944,[],,5,,5,1634007,粉花灰,D85（C90 D85 D90）
3199,e****n,https://yanxuan.nosdn.127.net/2f32ec7600e9b833201700a03583e094,很好,1555026104299,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3200,l****y,https://yanxuan.nosdn.127.net/809cc81621ec02003cc521cb7855780d.jpg,好穿,1555035423238,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3201,G****e,http://q.qlogo.cn/qqapp/1104949895/06F5907D706C28FB622E868F5ADD20F2/100,还不错 蛮舒服 就是买大了点,1554896782214,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3202,吴****华,http://yanxuan.nosdn.127.net/7ffec1309edd0a1fcf3984d20359c0b5,穿在身上很舒服面料有弹性,1554989539089,[],,2,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3203,m****3,,这款真的很舒服继续购买,1554970291353,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3204,1****3,,质量好，穿着舒服，好评。,1554986159956,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3205,3****6,https://yanxuan.nosdn.127.net/6829fdd68469cd852e9a21c630a26db3.jpg,第一次买应该不错,1554979994173,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3206,3****6,https://yanxuan.nosdn.127.net/6829fdd68469cd852e9a21c630a26db3.jpg,第一次买，应该不错。,1554979974922,[],,4,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3207,m****1,,除了没有型，其他都很好,1556365887121,[],,6,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3208,1****9,,很满意,1554992860947,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3209,m****1,https://yanxuan.nosdn.127.net/6ab205824529977c8d52fb0d432775dd.jpg,非常好,1554989773747,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3210,E****O,http://yanxuan.nosdn.127.net/27ca7a73afbb599117b2e4445d0cb541,复购,1554943678439,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3211,1****2,,好！！！！,1554961192650,[],,2,,5,1634007,蓝花灰,D85（C90 D85 D90）
3212,1****6,,质量很好 大小合适 穿上很舒服,1554907227868,[],,2,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3213,田****8,https://yanxuan.nosdn.127.net/f10c0ab33a1be4c323b77b66e0518c49.jpg,很舒服，会回购的,1554883488153,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3214,沈****轩,http://yanxuan.nosdn.127.net/9a045e26aef5b047bd24403a566f6b4a,用后再评价吧,1554869283833,[],,4,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3215,爱****使,https://yanxuan.nosdn.127.net/4524f88cb22f0341bce48a8b157032c1.jpg,不错，挺舒服的,1554892967695,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3216,仙****掌,http://yanxuan.nosdn.127.net/dc7cbb3660f2418efce680138a9c872e,非常满意的产品,1554866292161,[],,3,,5,1634007,粉花灰,D85（C90 D85 D90）
3217,1****0,,舒服，但是没有聚拢效果，显得好胖,1555510854320,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3218,1****9,,棉质舒适,1554893954434,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3219,1****8,https://yanxuan.nosdn.127.net/1bc80ba12ebe8f0def653503ef99f54b.jpg,此款一点都不舒服，还没便宜的好！,1555406596936,[],,5,,3,1634007,粉花灰,B75（适用于 B75 B80 C75）
3220,C****5,https://yanxuan.nosdn.127.net/7019ec57b3d82894cdcaccf80c4da884.jpg,很舒服,1554900581463,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3221,s****7,https://yanxuan.nosdn.127.net/c526a523c09694e65f603b2d3a550bda.jpg,非常满意,1554848462713,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3222,洁****,http://yanxuan.nosdn.127.net/61ebd27211aca41b0651be98cea1a418,穿着舒服,1554792121102,[],,3,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3223,c****m,,很好的，但是现在没有优惠了,1555551802906,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3224,1****1,,不错！,1554785858998,[],,6,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3225,宇****子,https://yanxuan.nosdn.127.net/94d10de7bbc33437fec6528f315a2a16.jpg,好,1554824671026,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3226,1****1,,不错！,1554785853750,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3227,1****4,,好！！！！！！！,1554690325627,[],,2,,5,1634007,粉花灰,D85（C90 D85 D90）
3228,1****4,,好！！！！！！！！！！,1554690347229,[],,2,,5,1634007,蓝花灰,D85（C90 D85 D90）
3229,f****i,,非常舒服，准备再入一件,1554613915925,[],,3,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3230,1****7,,穿起来运动很舒服，软软的绵柔感，贴肤。,1555216344224,[],,5,"{'id': 75856515, 'createTime': 1555233820734, 'content': '差评！差评！差评！刚穿起来试了下感觉料质还挺好的，出于习惯，给了个好评，但是，稍微走两步路就不行了，像个大布袋一样，没有一点支撑，走起路来胸部一颤一颤难看死了。明显尺码偏大了，问了客服说不能退换。就当是一个教训吧，以后确认好了再评价！大家不要买这款文胸！！！严选淘宝买了这么多年东西，第一次给出差评！太差劲了！', 'picList': [], 'commentReplyVO': None}",5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3231,b****6,,很舒服，推荐购买！,1554639751632,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3232,1****4,,好！！！！！！！！！！！！,1554611063293,[],,2,,5,1634007,粉花灰,D85（C90 D85 D90）
3233,布****西,https://yanxuan.nosdn.127.net/3fb84cb019d065a4ae0146e198f40433.jpg,东西面料不错，上身比较舒适，类似于运动背心，不具备聚拢功能，适合运动时穿,1544241575520,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3234,1****7,,满意。,1555216363783,[],,5,"{'id': 75856653, 'createTime': 1555234101144, 'content': '差评！差评！差评！刚穿起来试了下感觉料质还挺好的，出于习惯，给了个好评，但是，稍微走两步路就不行了，像个大布袋一样，没有一点支撑，走起路来胸部一颤一颤难看死了。明显尺码偏大了，问了客服说不能退换。就当是买个教训吧，以后确认好了再评价！请大家不要买这款文胸！！！严选，淘宝买了这么多年东西，第一次给出差评！太差劲了！淘宝还有7天无理由退货呢！', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3235,y****6,,还好的，就是聚拢效果好一些就更好了,1553336025894,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3236,k****5,https://yanxuan.nosdn.127.net/08e46cc2a23322199343c487db95a436.jpg,好,1554425075445,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3237,1****0,,给女儿买的，女儿说好！,1554356509530,[],,3,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3238,z****2,https://yanxuan.nosdn.127.net/9f2b86b4b027e1447c08458ba2973b4b.jpg,太一般了，材质一看就是便宜货，本身卖的也比较便宜，不能有过高期望,1555140636013,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3239,l****i,,材质很好，舒服，贴身,1554354004691,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3240,D****o,https://yanxuan.nosdn.127.net/7e56b590e94d25b5c21c7edf1459c907,很舒适,1554261710637,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3241,y****3,https://yanxuan.nosdn.127.net/148cfa130cf899d691913e089b1e832b.jpg,很舒服,1554165525119,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3242,h****k,http://yanxuan.nosdn.127.net/183e1696dce78de96234a036ade2c919.jpg,好穿，适合夏天穿的，插垫薄薄的，但质量蛮好，不易变形。洗过了，已经穿上了。B80 165/65KGS 选购这个尺码正好。,1555114468331,['https://yanxuan.nosdn.127.net/de3c2142837631bfa183e302dbd9c8ed.jpg'],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3243,m****5,https://yanxuan.nosdn.127.net/68a702bb5fb87642f05f8b041bc2dce7.jpg,不错,1554171864228,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3244,1****9,,跟没穿一样，很舒服,1554097594703,[],,3,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3245,1****8,,给媳妇买的，这个怎么上图啊！不过，媳妇反馈说，很舒服,1552009649585,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3246,1****7,,挺好的,1554023989594,[],,3,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3247,1****7,,挺好的,1554024003282,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3248,M****妞,http://tva2.sinaimg.cn/crop.0.0.511.511.180/51be65dejw8eultuukysrj20e70e8ab5.jpg,穿着非常舒服，非常好！,1553881588113,[],,6,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3249,s****3,https://yanxuan.nosdn.127.net/b276ab3d7d6d4d5f72eed15b30f599ee.jpg,舒适,1553919418110,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3250,w****4,,看上去还可以,1553660389602,[],,3,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3251,1****2,,还行,1553590337039,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3252,p****妈,http://yanxuan.nosdn.127.net/2389c95070754ca281dcc6bb8d87f66a,非常喜欢,1553512243699,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3253,p****1,https://yanxuan.nosdn.127.net/e7186318a894370a3076a53eb48f026c.jpg,穿着柔软、但我个人对人造纤维过敏，有点痒,1555165347325,['https://yanxuan.nosdn.127.net/ebd5b45978c90f7271f834b3d5929c64.jpg'],,4,,3,1634007,粉花灰,B75（适用于 B75 B80 C75）
3254,浮****,https://yanxuan.nosdn.127.net/91039ac4d3e5663b130541479bbd4a25,好,1553409645575,[],,3,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3255,h****k,http://yanxuan.nosdn.127.net/183e1696dce78de96234a036ade2c919.jpg,好穿，适合夏天穿的，插垫薄薄的，但质量蛮好，不易变形。洗过了，已经穿上了。B80 165/65KGS 选购这个尺码正好。,1555114449367,['https://yanxuan.nosdn.127.net/7789d586bc68b0d2d2e44ec4011979a2.jpg'],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3256,,https://yanxuan.nosdn.127.net/a63164601da1f6413c8abfb123e05697.jpg,舒适，但是不聚拢,1553353315373,[],,4,,5,1634007,粉花灰,D85（C90 D85 D90）
3257,m****0,https://yanxuan.nosdn.127.net/3313e4de5466080534001ff35602b095.jpg,应该好用吧,1553351953333,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3258,1****3,,好用，不勒,1553222387432,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3259,丢****,https://yanxuan.nosdn.127.net/52610f7b9c43eb7823227b8a8c0ed731,舒服的,1553127341099,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3260,c****6,,系统默认好评,1553970818468,[],,4,"{'id': 75391003, 'createTime': 1554975877743, 'content': '不喜欢这款内衣，里面的垫子太容易跑了，洗一次就裹在一起一次，得重新抽出来再塞回去', 'picList': [], 'commentReplyVO': None}",5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3261,S****y,https://yanxuan.nosdn.127.net/2ec660cdbe8c603a1540630ccc9466f9,质量保证,1553179018761,[],,6,,5,1634007,蓝花灰,D85（C90 D85 D90）
3262,聪****,https://yanxuan.nosdn.127.net/7f0032fb3a52cb5ea82d4c4b542d10be,很好,1553146951845,[],,4,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3263,1****7,,非常好,1553042291079,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3264,1****9,,第一次购买，可惜买大了，但也可以将就穿，质量好挺舒适的！,1545549676672,[],,4,"{'id': 61235116, 'createTime': 1545549723402, 'content': '待会再买一个小的', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,D85（C90 D85 D90）
3265,1****1,,还没试，应该不错吧,1552959562660,[],,4,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3266,柳****,https://yanxuan.nosdn.127.net/f5f094be1e51cdd43e642a5083f9c36c,就是我想要的，舒服，也不显胸大,1552363132498,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3267,慕****蓉,https://yanxuan.nosdn.127.net/524afa7bd25749c8379c88148bdbedf5.jpg,好,1552920704382,[],,5,,5,1634007,粉花灰,D85（C90 D85 D90）
3268,h****7,,现在习惯买东东先上严选，严选有的就不用别处找了👏,1545446592549,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3269,1****5,https://yanxuan.nosdn.127.net/827832796a74268ffd8ff5eaadca7054.jpg,帮朋友买的，很好哦,1552829798869,[],,6,,5,1634007,粉花灰,D85（C90 D85 D90）
3270,柳****,https://yanxuan.nosdn.127.net/f5f094be1e51cdd43e642a5083f9c36c,第二件了，很舒服,1552801377020,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3271,1****7,,棉质很舒服,1552805188637,[],,4,,5,1634007,蓝花灰,D85（C90 D85 D90）
3272,1****7,,很好用,1552805176281,[],,4,,5,1634007,粉花灰,D85（C90 D85 D90）
3273,顽****童,https://yanxuan.nosdn.127.net/5341efdd9617c2d1b8c697b94670490a.jpg,不错,1552787681212,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3274,点****金,https://yanxuan.nosdn.127.net/24ee2a01cb05a436f2ba149597dfce81.jpg,还行,1552737054742,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3275,m****0,,快递快质量好非常满意,1552626073106,[],,3,"{'id': 73147705, 'createTime': 1552626134084, 'content': '好好好', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,D85（C90 D85 D90）
3276,1****8,,给媳妇买的，很不错，严选的东西没得说,1552056654290,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3277,k****3,,很舒适,1552347817751,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3278,擒****侠,https://yanxuan.nosdn.127.net/0099ac0b4ddb136e84289e18f2ef8cd9,"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",1552277792084,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3279,小****篓,http://q.qlogo.cn/qqapp/1104949895/A2AD06B65336E0776B425B24B4783D87/100,感觉应该不错y,1552305461618,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3280,1****6,,质量非常满意,1552219827734,[],,4,,5,1634007,粉花灰,D85（C90 D85 D90）
3281,1****5,https://yanxuan.nosdn.127.net/4f136b85399f360af7cf6fe64eb77969.jpg,很舒服,1552012263934,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3282,h****8,https://yanxuan.nosdn.127.net/7e55cd066ee8b00384a053f72d3af1e5.jpg,不错 还会再买,1551945697047,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3283,r****r,,还没试，不知如何，希望不错吧,1551849227042,[],,4,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3284,慕****蓉,https://yanxuan.nosdn.127.net/524afa7bd25749c8379c88148bdbedf5.jpg,好,1551828909793,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3285,m****0,,很舒服，就是被罩如果是连体就更好了,1551145347422,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3286,l****1,https://yanxuan.nosdn.127.net/35de74acfee1fe5b09fa31c2d124d743.jpg,好,1551712638939,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3287,1****9,,很舒服,1551594398871,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3288,青****,https://yanxuan.nosdn.127.net/5ecf820675d9cc61a3a18972e3d34efc,快递小哥速度很快！穿上很舒服，值得拥有！,1551004180068,[],,3,,5,1634007,蓝花灰,D85（C90 D85 D90）
3289,1****3,,质量很好，非常合适，以后再买,1551516606239,[],,3,,5,1634007,蓝花灰,D85（C90 D85 D90）
3290,l****9,,很合适,1551503352687,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3291,行****水,http://yanxuan.nosdn.127.net/e0413b255f4a98e51fcc70a7bd15d9f1,比想象中的厚，其他挺好的,1551430426310,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3292,明****,http://yanxuan.nosdn.127.net/5b1f01d76e319edec3d106cfb88842d3,很舒服,1551312232670,[],,4,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3293,1****8,https://yanxuan.nosdn.127.net/867bdb8a49ac433e36c8544b718ddd68.jpg,买了三件了，很不错,1551223428012,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3294,1****5,https://yanxuan.nosdn.127.net/15cb16f5e7a1249513d80de3c2c3a311.jpg,就不能做内里全棉的？,1554080644721,[],,6,,5,1634007,粉花灰,D85（C90 D85 D90）
3295,1****8,,媳妇用的很好，严选的东西不用说,1551075139443,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3296,1****8,,严选的东西很不错，家里东西都上严选,1550799790855,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3297,热****,https://yanxuan.nosdn.127.net/944b57c1069bf8c446ff0ecb719e7f88.jpg,质量不错，实用，颜值高,1551072377110,[],,5,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3298,热****,https://yanxuan.nosdn.127.net/944b57c1069bf8c446ff0ecb719e7f88.jpg,质量不错，实用，颜值高,1551072380655,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3299,顽****童,https://yanxuan.nosdn.127.net/5341efdd9617c2d1b8c697b94670490a.jpg,包装袋破了,1552537918170,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3300,1****1,https://yanxuan.nosdn.127.net/4644d4e7988881d451ef997ae85693ec.jpg,这个佩戴比较舒服,1550939383293,[],,5,,5,1634007,蓝花灰,D85（C90 D85 D90）
3301,c****e,https://yanxuan.nosdn.127.net/50dbbfe9b38559de4972b42fc469456b.jpg,就是舒服，无负担，胸大了估计不行,1550583951415,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3302,b****9,,超级舒服，生完孩子穿着正好,1550632235190,[],,3,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3303,佳****,https://yanxuan.nosdn.127.net/2717f257a7c5b65228bf6ab97c75a69d,收到啦,1550664888212,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3304,佳****,https://yanxuan.nosdn.127.net/2717f257a7c5b65228bf6ab97c75a69d,收到啦,1550664893436,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3305,朱****心,http://yanxuan.nosdn.127.net/73eccc4671997568af1eac1a9d728dd8,太大了,1553658844022,[],,5,,4,1634007,蓝花灰,D85（C90 D85 D90）
3306,钱****玉,http://yanxuan.nosdn.127.net/614fd323bc9bc26412832b756f496377,这个是超级严选迷对严选产品的第一个差评，海绵垫的塑形很不好，手洗的时候不管多轻柔，都揪成一团，晒干后就这样～很失望！希望改进技术！,1552298039447,"['https://yanxuan.nosdn.127.net/78711264d4499b093ced857d12837851.jpg', 'https://yanxuan.nosdn.127.net/af29885eb0dcf605dc22312356f410b2.jpg']","{'id': 20315296, 'replyContent': '因为您的满意，小选付出的一切汗水都是值得的，没有您，小选也不会走到今天，没有无数您们的建议和意见，也不会有越来越好的网易严选。感谢您对网易严选的支持，祝您生活愉快', 'createTime': '2019-03-13 13:22:29'}",6,,2,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3307,花****,http://yanxuan.nosdn.127.net/d6fbce849ae9f8259b86bb6aa730e433,质量不错，很舒服,1550402722656,[],,6,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3308,花****,http://yanxuan.nosdn.127.net/d6fbce849ae9f8259b86bb6aa730e433,质量不错，很舒服,1550402728220,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3309,淡****,http://yanxuan.nosdn.127.net/5d2c9c918601c4bccb851051f7f87c83,拿到才发现不是棉的，知道不是棉的肯定不会买，是自己粗心了,1552793823547,['https://yanxuan.nosdn.127.net/f541bb37ba7739af989ea88ef6386524.jpg'],,5,"{'id': 73326038, 'createTime': 1552794046567, 'content': '看了其它严友的评价，发现也有误以为是棉质的。', 'picList': [], 'commentReplyVO': None}",3,1634007,粉花灰,B75（适用于 B75 B80 C75）
3310,C****～,https://yanxuan.nosdn.127.net/0511a65a06e98c8f251c1f2b1d65392e.jpg,还行,1550388333361,[],,4,,4,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3311,晓****,https://yanxuan.nosdn.127.net/b9695ca8f2d4850b71346269031d0ad9,舒服,1550362592057,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3312,1****2,,舒服,1550372007398,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3313,r****3,,特别舒服，感谢好货,1550303081610,[],,2,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3314,r****3,,特别舒服，感谢推荐,1550303045844,[],,2,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3315,振****,https://yanxuan.nosdn.127.net/67b4ab645c4a6f27448e33a87a339c73,不勒舒适,1550284981721,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3316,1****4,,噪音有点大，其他还算不错吧,1550144909236,[],,4,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3317,1****0,,非常满意的一次购物，严选产品质量信得过。给个赞！,1548988498929,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3318,s****2,https://yanxuan.nosdn.127.net/30ad7fc9d46c3c38032459d927be9a32.jpg,在家穿穿，无束缚感,1550031094885,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3319,圓****曲,https://yanxuan.nosdn.127.net/952429c287cad661328e26e942fb66f2.jpg,舒适，会回购。,1550027166873,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3320,杨****爆,https://yanxuan.nosdn.127.net/c878b44a73bee04bd6bf6354d3d5fb6c.jpg,好好好好好好,1550039800297,[],,6,,5,1634007,蓝花灰,D85（C90 D85 D90）
3321,j****x,https://yanxuan.nosdn.127.net/b80c71c6858a4220971f760e4cd02b56.jpg,很舒服,1549949270831,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3322,s****u,,满意,1549903829860,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3323,1****0,https://yanxuan.nosdn.127.net/b1071a433e1af99760deb09301b51b8a.jpg,喜欢,1549785887813,[],,4,,4,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3324,江****,https://yanxuan.nosdn.127.net/1e13719a4989a651d71a3b83ebbdd584,还行吧,1549647465460,[],,6,,5,1634007,粉花灰,D85（C90 D85 D90）
3325,顽****童,https://yanxuan.nosdn.127.net/5341efdd9617c2d1b8c697b94670490a.jpg,好,1549721528699,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3326,m****1,,舒适,1549696278184,[],,5,,5,1634007,粉花灰,D85（C90 D85 D90）
3327,1****9,https://yanxuan.nosdn.127.net/90c89fd79b6b174589b7cd44f308863b.jpg,舒服,1549583256835,[],,6,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3328,1****1,,喜欢，喜欢，大爱严选,1549514081308,[],,3,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3329,串****,http://yanxuan.nosdn.127.net/aa6741b3fe8a5a917bac76e355a96815,挺舒服的,1549526394238,[],,3,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3330,美****友,https://yanxuan.nosdn.127.net/f2aee12456ba253f0cdab37a41575937.jpg,不错,1549522874911,[],,5,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3331,x****9,,质量上乘，合身！,1549462077566,[],,3,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3332,m****1,https://yanxuan.nosdn.127.net/afacabde11fd29723be5f79010c745d4.jpg,好,1549424872975,[],,6,,5,1634007,蓝花灰,D85（C90 D85 D90）
3333,仰****s,http://yanxuan.nosdn.127.net/7911e47e29ff16429e745c21d2506c7f,很舒服 海绵垫容易跑掉,1550639949084,[],,4,,5,1634007,粉花灰,C80（适用于B85 C85 C80  D80）
3334,仰****s,http://yanxuan.nosdn.127.net/7911e47e29ff16429e745c21d2506c7f,很舒服 海绵垫容易跑掉,1550639943580,[],,4,,5,1634007,蓝花灰,C80（适用于B85 C85 C80  D80）
3335,m****3,,不能指望聚拢,1551139065498,[],,5,,5,1634007,粉花灰,D85（C90 D85 D90）
3336,c****y,,回购的产品，把两种颜色买全了，柔软舒适,1548645911891,[],,6,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3337,z****1,,穿着很舒服，之前买过一件，这次又果断入手。,1548680646991,[],,5,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
3338,x****3,,不错，蛮舒服的，冬天穿合适,1549072391192,[],,5,,5,1634007,蓝花灰,B75（适用于 B75 B80 C75）
3339,擒****侠,https://yanxuan.nosdn.127.net/0099ac0b4ddb136e84289e18f2ef8cd9,哈哈哈哈哈哈哈哈哈哈哈哈,1549110612167,[],,6,,5,1634007,粉花灰,B75（适用于 B75 B80 C75）
