frontUserName,content,memberLevel,star,itemId,cup,color
虾****,这款买了n次了，但是这次买的m号跟上次的不同。里头的海绵垫大了很多，但是外层规格和之前一样。导致加上海绵的时候，直接是突出来的，穿的时候更尴尬了，要一直调整。不知道是人为错误还是新的设计不合理。而且内衣买了还不能退，只能认栽了,3,1,1193005,M,肤色
1****7,里面的胸垫会跑，，背心特别的mini。也不太好穿进去，穿进去是正好的，就是不好穿，压胸跑杯还会卷边,5,2,1193005,S,黑色
****,确实很舒服,4,5,1193005,M,黑色
1****8,之前买的一直没问题,5,5,1193005,S,肤色
m****5,,5,5,1193005,M,黑色
全****蛋,第一次买，洗了，还没穿,4,5,1193005,S,黑色
x****1,产品一如既往得满意。作为网易严选老客户，网上购物选严选放心。,4,5,1193005,M,肤色
1****6,还不错，用过再评。,4,5,1193005,S,肤色
潘****Z,,4,5,1193005,M,黑色
1****8,穿着非常舒服，之前号买小了，这次的号正好,4,5,1193005,L,肤色
1****7,很舒服，轻薄无压感，值得购买。,3,5,1193005,L,黑色
b****0,穿上很舒服，感觉不到存在，就是内垫是活动的 有点不便,6,5,1193005,S,黑色
昶****儿,很好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5,5,1193005,S,黑色
m****1,舒服 满意！,2,5,1193005,S,肤色
m****7,差评！作为严选老粉，第一次给差评！这种贴身的内衣居然发给我明显被打开过包装，明显是被试穿过的！这种操作简直是太不道德了！,4,5,1193005,L,黑色
1****3,已经是第二次购买了 非常舒服 好穿不变形,5,5,1193005,L,肤色
陈****,系统默认好评,3,1,1193005,S,肤色
1****3,已经是第二次购买了 非常舒服 好穿不变形,5,5,1193005,L,黑色
叶****,有一股味道,3,5,1193005,M,黑色
1****5,发货快，快递快，质量不错，手感柔软，好。,2,5,1193005,L,黑色
h****s,严选我买很多了，真的很爱,4,5,1193005,S,肤色
3****2,非常满意,6,5,1193005,L,肤色
m****9,一直在穿，都不想穿其它款了,3,5,1193005,L,肤色
1****7,不舒服,5,2,1193005,S,肤色
m****2,面料非常柔软舒服，没有异味，过水没有褪色，质量好,4,5,1193005,S,黑色
x****9,材质柔软细腻光滑，好评，再买一个,5,5,1193005,M,肤色
卡****,换了L码，售后非常好！,5,5,1193005,M,肤色
猫****,很舒适，可能因为怀孕了肚子大，下边经常会往上卷边,4,5,1193005,L,黑色
1****8,穿着超舒服，一次买了两件,4,5,1193005,L,黑色
1****5,很舒服啊,3,5,1193005,S,肤色
1****4,料子完全OK,4,5,1193005,S,黑色
维****,第三次买了。穿着舒适。又自然也自由。,5,5,1193005,L,肤色
且****吟,很好,3,5,1193005,S,黑色
小****,非常好的内衣，毫无夸张的说真的跟没有穿一样！犹豫美女可以买一个试一下，绝对把所有的内衣全淘汰！京东快递师傅蔺玉峰非常友善！感谢！,3,5,1193005,M,肤色
1****2,第一次在严选买东西，实物跟图片很符，试穿舒服，质量好，好评！,2,5,1193005,M,肤色
1****5,还没穿，不过摸着面料很舒服,5,5,1193005,M,肤色
1****5,面料舒服，送货舒服快,5,5,1193005,M,黑色
g****3,放在洗衣机里洗的时候，里面的海绵容易掉出来。穿着还是很舒服的。,4,5,1193005,S,黑色
杯****水,穿着舒服，质量好，柔软。,3,5,1193005,L,黑色
･****･,平胸表示很舒服,3,5,1193005,S,肤色
周****萍,很舒服，但是里面的衬垫洗的时候容易跑位，总是需要重新找位置。,4,5,1193005,S,肤色
E****r,不太服帖，但是算舒服,3,5,1193005,S,肤色
m****9,先买了一个试试看，结果超级舒服毫无压力，今年夏天就是它了，立马下单又买了三件。平时穿80B买M号挺合适，给大家做参考。,6,5,1193005,M,肤色
m****9,先买了一个试试看，结果超级舒服毫无压力，今年夏天就是它了，立马下单又买了三件。平时穿80B买M号挺合适，给大家做参考。,6,5,1193005,M,黑色
1****7,质地好👌手感好👌品质高👍超出预期👍闺女试穿了很不错，适合少女👍👍,5,5,1193005,L,黑色
H****y,款式一般，真的一般。不推荐。,3,2,1193005,S,肤色
J****a,不是很好穿,6,3,1193005,S,黑色
珊****海,质量不错，喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢,5,5,1193005,M,黑色
h****0,包装很好，质量不错，快递速度快,1,5,1193005,S,黑色
1****7,还没穿，不过手感挺好的，感觉还不错😊,2,4,1193005,M,肤色
i****h,穿着非常舒服，无束缚感。,5,5,1193005,M,肤色
z****7,面料摸着很舒服，穿着很显胸大，还可以。,5,5,1193005,L,肤色
酵****す,emmmm里面的垫会动，没有固定，不习惯嘤,4,5,1193005,S,肤色
1****0,这是我在网易严选买过最差的商品，面料质地差，穿戴很不舒服,5,2,1193005,M,黑色
木****,这个一般，内垫不固定，会跑偏,5,5,1193005,L,黑色
m****r,还没穿 感觉一般吧,4,4,1193005,S,肤色
碎****叶,穿着舒服，不用担心肩带滑下的尴尬了。物流极快，下单到送达没超过十小时，快递员是直接送到手上的，不是放门口了事，赞一个。,4,5,1193005,S,肤色
郎****月,非常好穿，买了俩件黑色肉色,5,5,1193005,L,肤色
北****然,,3,5,1193005,L,黑色
佟****,小抹胸蛮好的，试穿了，感觉不错，立马下单入手新的M真丝内衣和S码瑜伽服套装各一套……等等，用心感觉了一下早上签到的抹胸似乎还是小了一点儿，主要是下胸围有紧迫感，联系客服，及时取消了订单，重新下单，都改成M码的，本来嘛，严选就是要咱们舒服的，可不能受气憋屈了自己个的身体！谢谢严选,5,5,1193005,S,黑色
冰****O,确实很舒服，我特意把胸垫拿了出来因为正准备去洗洗穿，额，准备再入手一件肉色的，剁手停不下来,4,5,1193005,S,黑色
1****9,可以吧！,3,5,1193005,L,黑色
J****y,胸垫一般，整体感不值这个钱,5,1,1193005,M,黑色
x****1,舒适，物超所值。,4,5,1193005,S,肤色
1****5,咋这么舒适呀，家居服里面穿太棒啦，肤色黑色各收一件,4,5,1193005,M,黑色
8****2,一入网易严选，从此深似海。买买买。。。,4,5,1193005,M,肤色
j****0,非常非常失望！内衣材质与上次购买的完全不同，舒适感荡然无存，手感硬，客服说可能是生产批次和厂家不同。如果标准要变的话，无话可说,2,1,1193005,L,黑色
J****y,胸垫一般，不值这个钱，建议商品经理看看必要上的产品，体验不错,5,5,1193005,M,肤色
1****2,不是很好！有点往上跑,4,4,1193005,M,肤色
艾****,胸前还是捂的不透气,5,5,1193005,M,肤色
1****2,快递很快 衣服没有洗所以就没有试了 摸起来还是很OK的,3,5,1193005,S,肤色
夏****,很舒服😌，没有束缚感，,3,5,1193005,M,肤色
1****7,,5,5,1193005,M,肤色
1****6,超级舒服呀，一下子买了两个，一点不后悔！,4,5,1193005,S,黑色
q****8,舒服的不行喜欢,6,5,1193005,L,黑色
A****a,质量好,5,5,1193005,L,黑色
m****7,物流让我很无语，第一次这么心塞,4,3,1193005,M,肤色
1****2,,3,5,1193005,L,肤色
M****y,料子很舒服，穿得也很舒服,3,5,1193005,M,肤色
k****u,,4,5,1193005,L,黑色
邓****妈,买了一堆东西，很实用。这个很软。,3,5,1193005,M,肤色
魏****秋,第二次买，这次快递没有上次快，等了几天,3,5,1193005,L,肤色
S****8,还不错还不错还不错还不错。,6,5,1193005,S,黑色
j****0,同上,2,1,1193005,M,黑色
1****8,上身舒服，性价比高。,4,5,1193005,S,肤色
1****8,上身舒服，性价比高。,4,5,1193005,S,黑色
1****8,上身舒服，性价比高。,4,5,1193005,M,肤色
A****怡,太假了,5,3,1193005,M,肤色
y****4,内衣还行，就是出了😓不好脱,3,5,1193005,M,肤色
b****u,质量比较次,3,2,1193005,S,肤色
1****6,,4,5,1193005,L,黑色
w****a,,3,5,1193005,M,肤色
C****e,试了下，感觉很舒适,3,5,1193005,S,黑色
爲****謓,几十块的东西质量好,4,5,1193005,L,黑色
1****3,纯棉的，非常软和，穿着一定舒服。纯棉的，非常软和，穿着一定舒服。纯棉的，非常软和，穿着一定舒服。纯棉的，非常软和，穿着一定舒服。纯棉的，非常软和，穿着一定舒服。纯棉的，非常软和，穿着一定舒服。,3,5,1193005,S,黑色
1****0,真的推荐那个好用，夏天不能缺的，第一次买大了，懒得退了，这次的更好，弹力强又透气,3,5,1193005,S,肤色
田****,宝贝已经收到，很好。,4,5,1193005,M,肤色
1****0,,2,5,1193005,M,肤色
k****n,正常在优衣库买的就是小码，适合的罩杯和这个一样的，但是到手穿上就会觉得底围太紧了…,5,5,1193005,S,肤色
v****f,不错不错不错不错不错不错不错,5,5,1193005,L,肤色
y****1,包装非常好，料子摸起来很舒服，手感不错，应该质量很好哦,4,5,1193005,S,肤色
l****y,真是很纠结，买小号，杯合适，胸围紧。买中号，杯大了些，胸围合适。能不能制造出两样都合适的。,3,5,1193005,M,肤色
1****9,面料做工都不错！,4,5,1193005,M,肤色
陆****果,"初穿很舒适 但是跑动之后下围会往上卷边
169身高，平常75C,M,L号貌似都能穿一样买了一件，继续穿几天再看回购到底该买什么尺码",4,5,1193005,L,肤色
g****8,,5,5,1193005,L,肤色
1****7,穿上了，蛮舒服的！几乎无感,5,5,1193005,L,肤色
梦****吱,不喜欢,2,1,1193005,S,肤色
1****1,再次购买,5,5,1193005,L,肤色
1****7,有点紧，自己撑大了再穿。,4,5,1193005,L,肤色
1****3,感觉非常松垮 我觉得差不多一个夏天基本就要丢了 里面的两片海棉是分开的 汗 建议一下 一体的会好很多 这种的不方便 每次洗要拿下来 晾干再弄上去 极其浪费时间,3,3,1193005,L,肤色
1****2,颜色百搭，柔软舒适不紧绷，无限回购。,3,5,1193005,M,肤色
z****8,包装破了，没试穿,4,5,1193005,M,黑色
1****5,好穿，舒服！！打折买的很划算。喜欢严选的包装盒，很有情怀，哈哈哈。,5,5,1193005,M,黑色
可****,夏天买了两件肉色的，冬天穿黑色的，抛弃了所有的内衣,6,5,1193005,S,黑色
陆****果,"初穿很舒适 但是跑动之后下围会往上卷边
169身高，平常75C,M,L号貌似都能穿，一样买了一件，继续穿几天再看回购到底该买什么尺码",4,5,1193005,M,黑色
1****8,穿着舒适回购！,5,5,1193005,M,肤色
1****8,穿着舒适回购！,5,5,1193005,M,黑色
恶****,还没有穿，但是摸着挺舒服的，也不会怀疑严选的质量，一直都棒棒哒,2,5,1193005,M,黑色
1****0,L码对120斤左右的妹子不适合，有点小，不建议买，主要是没办法退货。,3,2,1193005,L,肤色
m****5,严选的尺码非常不准，买小了还不能换货，作为超级会员，我越来越不喜欢严选了，严选越来越差了！之前，我很少评价商品，忽然发现默认是好评，严选的这种行为就是误导大家。,5,1,1193005,S,黑色
静****,不错，好穿,3,5,1193005,S,黑色
1****3,同价位中品质超群 性价比超高,4,5,1193005,L,肤色
黄****之,棉的，容易变形，看个人需求,3,3,1193005,M,黑色
黄****之,棉的，容易变形，看个人需求,3,3,1193005,M,肤色
媛****,质量一般,3,3,1193005,M,黑色
l****6,好像买小了，似乎不能退换，不过也理解，这样买得也放心,4,5,1193005,S,肤色
m****4,对胸大的不友好，太垮了。,3,1,1193005,M,肤色
1****8,非常满意的购物体验，又回购二件。哈哈哈,3,5,1193005,M,黑色
1****3,质量不行，很失望,4,2,1193005,M,肤色
c****8,不错 穿着舒服 已回购两次,5,5,1193005,M,黑色
小****儿,第二次买了，棒棒哒👍,4,5,1193005,L,肤色
1****8,舒适、包容性好、性价比高，值得拥有。,3,5,1193005,M,黑色
1****8,哈哈，穿着舒服。又回购件,3,5,1193005,M,肤色
d****3,柔软舒适,4,5,1193005,S,肤色
海****,已经开始回购了，上次买了黑色，现在天开始暖和起来了，所以赶紧入了一个米色的.质量不错，戴起来不比300多的差，喜欢的赶紧下手吧，肯定不会后悔,4,5,1193005,M,肤色
1****9,,5,5,1193005,M,肤色
x****r,试了一下，感觉不错,4,5,1193005,S,肤色
k****a,柔软、舒服、随意，睡觉时穿着不难受！,5,5,1193005,L,黑色
k****a,柔软、舒服、随意，睡觉时穿着不难受！,5,5,1193005,L,肤色
h****9,在不同的平台买过多种无缝无钢圈bra，这款虽然不是完全无痕，但贵在肩带可调，触感舒服，价格也适中。有一点瑕疵是衬垫与夹层的外形轮廓不完全贴合，希望改进。,3,5,1193005,M,肤色
鱼****,这个只适合做运动或在家穿一下。戴上是几乎无束缚，但杯型超奇怪，因为本身就是一个密封的布，里面塞了二个圆形薄海绵，可以随意滑动。,3,5,1193005,M,肤色
m****5,觉得不值这价格，材质不好，闷,4,3,1193005,S,黑色
菩****,有点松了 吊带有时会脱落；,3,3,1193005,S,肤色
S****8,还不错还不错还不错还不错。,6,5,1193005,S,肤色
y****6,非常舒服，再也没有肩带滑落的尴尬了，贴合身体不勒，不过估计寿命一年内，长期洗会松,4,5,1193005,S,黑色
张****,第二次买了，还行,4,5,1193005,L,肤色
1****8,海绵垫移动,4,3,1193005,L,肤色
m****0,软软的 还没穿 希望好穿透气贴肤,3,5,1193005,S,黑色
m****9,面料柔软舒适质量还行吧，严选的衣服没有大码就适合瘦子穿，在严选买了两件无钢圈内衣里面的海绵都是活的，很容易跑到一边去,3,5,1193005,L,黑色
w****7,,5,5,1193005,M,肤色
1****1,非常好非常好，很舒服，适合胸小的妹子，哈哈哈哈(ಡωಡ)hiahiahia,6,5,1193005,M,黑色
1****4,"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",4,5,1193005,M,黑色
1****7,质地柔软，有弹性,5,5,1193005,M,黑色
s****2,下围有点儿紧，可能我的数据还停留在一年前把,5,5,1193005,M,肤色
年****余,老婆说很合身，很舒服。,4,5,1193005,M,肤色
年****余,老婆说很舒服，很合身,4,5,1193005,M,黑色
m****o,之前买的L大了  重新买M的  舒适度很好  宽松点夏季当睡衣穿,1,5,1193005,M,肤色
1****3,有点紧，但面料还是停舒服,4,5,1193005,L,黑色
1****3,这个适合瘦的人穿，否则下面的松紧带有点勒😢😢,6,5,1193005,M,肤色
a****i,便宜没好货！一点也不假！胸垫到处跑！无语，型很差。不知道怎么那么多好评！可怕。就不能真实一点，差评自动屏蔽吗？对之后的买家造成一种误导。,5,1,1193005,M,黑色
W****y,已经穿上了，很舒服，感觉像没穿似的,4,5,1193005,M,黑色
笨****子,货到了就穿上试试，感觉特别舒服，洗后再穿。,5,5,1193005,M,肤色
梅****,非常舒服的体验！很好！,5,5,1193005,L,肤色
1****0,说实话一般，里面的棉垫不是固定的，会跑,5,5,1193005,M,肤色
v****g,稍微有味道 bra大小合适。很舒服,3,5,1193005,M,黑色
伍****M,好像严选一般用京东和中通两家快递。从收货经历看，中通的盒子一般到手是这个样子的，京东的盒子到手一般都是完好的……  不过严选好像也知道，一般易碎的都是发京东，压压无所谓的就发中通,5,5,1193005,S,肤色
6****,穿着很舒服，物美廉价的一款bra,5,5,1193005,L,肤色
1****0,质量不好，刚拿到手，就勾丝了，垫片会乱跑，价格不美丽，东西更不美丽，心情也不美丽了,5,5,1193005,L,黑色
r****2,很好。,3,5,1193005,S,黑色
1****6,很好！面料好，就是物流慢,5,5,1193005,M,黑色
1****9,按推荐的尺码买的，结果还是小，又不能退，只能送人了。另外材质稍微指甲刮一下就拔丝了。。。,3,4,1193005,L,黑色
r****2,好,3,5,1193005,S,肤色
D****a,严选的铁杆粉，快递速度很快，服务也细致，即使是在春节期间依然很快快快快……最重点的是产品的质量也过关，简约实用，图文相符，现在越来越喜欢逛严选。希望多出一些些好用又实惠的产品。祝在新的一年大家都开开心心，健健康康，买买买买的都合适。,6,5,1193005,M,黑色
D****a,严选的铁杆粉，快递速度很快，服务也细致，即使是在春节期间依然很快快快快……最重点的是产品的质量也过关，简约实用，图文相符，现在越来越喜欢逛严选。希望多出一些些好用又实惠的产品。祝在新的一年大家都开开心心，健健康康，买买买买的都合适。,6,5,1193005,M,肤色
〖****畅,不勒，很舒服，准备继续回购一条L试下,6,5,1193005,M,肤色
S****h,喜欢，第二件了。没有束缚感，简直是哺乳麻麻的福音。不哺乳也会继续穿。,3,5,1193005,S,肤色
c****r,比正常码数小一点，不能退换！！质量还可以！,4,3,1193005,M,肤色
1****4,比普通内衣舒服多了，没有束缚感，有回归自然的感觉。,2,5,1193005,M,黑色
1****4,比普通内衣舒服多了，没有束缚感，有回归自然的感觉。,2,5,1193005,M,肤色
c****5,不好用,3,2,1193005,M,黑色
V****W,很好穿！准备再买几个了！穿了感觉没有穿一样，超级舒服,4,5,1193005,L,黑色
1****2,给孩子买的不知道喜欢不,5,5,1193005,S,肤色
沈****春,很好，会回购,5,5,1193005,M,肤色
沈****春,很好，会回购,5,5,1193005,M,黑色
梁****艳,摸起来很舒服，就是还没洗，不知道合不合适，看来来蛮适合我这种小胸的,4,5,1193005,M,肤色
肥****,可惜买的时候没有肉色的了,5,5,1193005,L,黑色
s****m,锻炼身体的时候用,4,5,1193005,M,肤色
x****3,超级舒服，对于我这种生完宝宝的平胸人士来说真是舒服，特别适合穿着做瑜伽,5,5,1193005,M,黑色
x****3,超级舒服，对于我这种生完宝宝的平胸人士来说真是舒服，特别适合穿着做瑜伽,5,5,1193005,M,肤色
王****萄,下围有点紧 没有大码很遗憾,4,5,1193005,L,肤色
小****,内衣很薄，里面的胸垫会移动，穿着很不舒服，而且一点都不会修饰胸型,3,2,1193005,M,肤色
敏****n,在家穿挺好的，作为运动内衣的话支撑强度不够！,2,4,1193005,L,黑色
M****g,很不错，女朋友说舒服。图片就不发了。不太合适。,3,5,1193005,S,肤色
h****o,不太适合胸部丰满的人穿。,2,5,1193005,L,肤色
M****g,很不错，女朋友说舒服。图片就不发了。不太合适。,3,5,1193005,S,黑色
s****i,喜欢喜欢！两色各买了一个，穿着舒服！推荐！,5,5,1193005,L,肤色
s****i,喜欢喜欢！两色各买了一个，穿着舒服！推荐！,5,5,1193005,L,黑色
1****0,舒适度没问题，但是没有形，很邋遢的样子,5,3,1193005,M,肤色
若****嗳,配送快，给老婆买的！穿起来无压迫感，款式也非常好看！赞,4,5,1193005,M,黑色
v****t,弹性不够,3,5,1193005,L,黑色
娇****,质量很好，物流很快，都不错，活动很优惠,4,5,1193005,S,黑色
娇****,质量很好，物流很快，都不错，活动很优惠,4,5,1193005,S,肤色
茉****n,挺软的，穿起来也很舒服，感觉两个乳垫会移动。,5,4,1193005,M,肤色
无****可,衣服收到了，特别舒服。比在实体店买的穿的舒服多了，准备在入手一件肤色的，比心哟，已经深深中了严选的毒啦。,3,5,1193005,M,黑色
A**** ,不紧不松,4,5,1193005,S,黑色
m****0,上身舒服，可惜内殿会跑出来,4,5,1193005,L,肤色
1****4,好评！很轻薄，很舒服！,4,5,1193005,S,肤色
闲****,第一次在严选上买东西，物流快，昨天下单今天就收到。很喜欢，虽然还没试穿，但光凭手感就知道，是件穿着很舒适的背心！以后会继续关注严选！,2,5,1193005,M,黑色
P****t,哈哈哈哈哈，贼舒服，是我最喜欢的舒服款,2,5,1193005,S,肤色
儒****,非常好用，值得买👌,3,5,1193005,L,黑色
小****,还好吧。,3,5,1193005,M,肤色
魚****c,杯墊不夠貼，但這價格也勉強可以了,2,5,1193005,M,黑色
晗****儿,内衣舒服！严选家的内衣真的都超级给力的，内衣和内裤我都加了购物车准备降价再买一套的，可以说是很惊喜了！,4,5,1193005,M,肤色
方****,特价买不错蛮好的,3,5,1193005,S,肤色
B****妈,满意，非常好。,3,5,1193005,M,肤色
I****a,第二次买了，穿着很舒服，也比较透气。,3,5,1193005,M,黑色
z****n,看着偏小，试穿后弹力大，不紧绷，较舒适。就是内里的棉垫是活动的，可能会跑～～,4,4,1193005,L,肤色
m****1,还没试穿，相信严选。,3,5,1193005,M,黑色
m****1,还没试穿，相信严选。,3,5,1193005,M,肤色
青****玉,回购的，非常nice,5,5,1193005,M,肤色
郭****娟,宝贝很好、穿上无束缚感、适合运动时穿,4,5,1193005,M,肤色
.****灬,很舒服，胸小我自豪  哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3,5,1193005,M,黑色
萍****逢,这是第二次买了，第一次我感觉还可以，就是穿时间长了有点起球,4,5,1193005,M,肤色
o****e,刚收到试用了一下太好了，我算是严选迷了米桶拉杆箱被子被套床垫全严选哦.分享一下,6,5,1193005,M,肤色
一****,质量好，柔软舒服，洗后不易变形。,4,5,1193005,S,肤色
1****8,收到的内衣海绵有一道深深的印痕！特意洗了一下 不能恢复。穿单衣能透过来一个凹陷。 严选 不是严格精选的高品质吗？第一次来购物 失望之极！,2,1,1193005,S,肤色
1****7,体感舒适,3,5,1193005,M,肤色
Z****o,好像买小啦,2,5,1193005,S,肤色
m****9,好,4,5,1193005,M,肤色
K****e,里面的海绵是分开的 不是一片式的 会走位 这个不太好 其他挺好的 布料挺舒服的,2,5,1193005,M,黑色
P****O,很舒服，跟没穿一样，我现在每天都穿这个啦。,4,5,1193005,L,黑色
1****9,还可以，感觉有点紧了,2,5,1193005,M,黑色
1****5,宝贝收到了立马上身穿了半天，没想到太舒服了之前买过这式样都不舒服这下运动有穿的了，又便宜舒服立马决定再买一件,5,5,1193005,M,黑色
1****4,质量是很好的，很舒服。但我是B罩杯，上身肉肉但不胖。我觉得不适合这种内衣。瘦人胸小的更适合。,3,5,1193005,M,肤色
1****3,有点不理想,4,5,1193005,S,肤色
丢****,还好就是里面泡沫没有固定，比较麻烦。,3,4,1193005,L,黑色
r****a,非常柔软，非常好用，我觉得非常到位，然后听评价说非常好，果然感觉是非常特别好的，那接触面也是很柔软，非常的有用,1,5,1193005,M,肤色
吃****机,超舒服，是我想要的，夏天穿很舒服，薄但质量好，透气性也是杠杠的，下次再买件肉色的,2,5,1193005,M,黑色
1****3,舒服得很，性价比远高于某个用了十来年的大牌，,4,5,1193005,M,肤色
s****6,舒服，穿没穿一个感觉，就是无聚拢效果，周末或者健身穿挺好，衬垫拿出来，清洗非常方便，适合夏天天天洗,1,5,1193005,M,肤色
李****,我觉得有点透，不是很好看。,5,5,1193005,L,肤色
C****7,内衣收到了，昨天下午买的，今天中午就到啦，京东物流很给力，内衣看着就不错，买了两件，黑色和肤色。试穿后再来追评。,4,5,1193005,S,黑色
L****N,超级舒服！对贫乳很友好！会再回购,5,5,1193005,M,黑色
1****8,非常好，推荐,4,5,1193005,L,肤色
1****3,有点失望,4,5,1193005,S,肤色
自****眠,很好,6,5,1193005,L,黑色
1****4,同上，黑色正好适合冬天,2,5,1193005,M,黑色
l****i,看起来不错，还没拆开呢,3,5,1193005,S,肤色
1****0,不勒，还行，就是海绵垫不固定,3,5,1193005,M,黑色
早****女,"必评系列！
优点：面料亲肤感5星，很柔软很顺滑，弹性也比较好
缺点：里面的棉片不固定，容易移位
适合：小胸的妹子，我75B，虽然不算很大，但是穿上胸型不是很好，有点下垂。
穿法：我是拆掉了棉片，家居穿，薄睡衣的话可以避免的凸点，而且睡觉穿也很舒服，毫无不适感。
总体：4星，还是很喜欢的，信赖网易严选",6,5,1193005,M,肤色
噜****兔,第一次买 里面的杯缩水了 退了 等降价 再买一个 这次的没问题了,6,5,1193005,M,黑色
&****,不会往上滑,2,5,1193005,M,黑色
1****3,面料柔软，弹力大，中间的垫摸着像海绵，下边缘容易往上卷,4,3,1193005,L,肤色
L****N,很舒服！超棒！,5,5,1193005,M,肤色
1****0,还是那一句，网易粉，又入一堆,5,5,1193005,M,黑色
1****3,说实话，真的有失望。后面的扣子弄得皮肤很痒很难受！,4,4,1193005,S,黑色
杨****青,建议胸垫换成我这样的，已经是回购款了，胸垫更新一下会更完美,5,5,1193005,M,肤色
s****o,很好穿。第二次购买了。,6,5,1193005,M,肤色
1****3,好好,4,5,1193005,L,黑色
橙****风,回购无数次了，非常棒哈哈哈，穿着很舒服！,3,5,1193005,S,黑色
杨****青,第二次回购了，以前也买过无钢圈的，都有这样那样的问题，这个很舒适，就是胸垫有点跑动，刚好以前的无钢圈内衣的胸垫是连在一起的，就拆下来放在一起，简直就是完美组合，建议严选换成这种胸垫就集舒适完美与一体了,5,5,1193005,M,黑色
無****,手感非常好，款式简单大方，准备回购，就是颜色太少,3,5,1193005,S,肤色
1****2,很好，这是第二次买了，内衣柔软舒适,4,5,1193005,L,黑色
1****2,非常好，价钱便宜，物流快,4,5,1193005,M,黑色
z****3,材质不错，舒服,2,5,1193005,S,肤色
小****喳,,4,5,1193005,M,肤色
c****7,上身很合适，就是有点容易刮丝,2,5,1193005,S,黑色
y****o,更爱民送送你你哦知我朋友圈子送送送婆婆哦让你,2,5,1193005,M,黑色
K****e,一如严选深似海，陆陆续续把身边的东西都换成严选的了，给严选点个赞。就是个人觉得包装虽精美但有些许浪费，如果可以的话希望可以简化一下包装为环保助力减少浪费～～只要产品质量是ok的包装简洁些也没关系哦～,3,5,1193005,M,肤色
g****g,第二次购买了，好穿，舒服！,4,5,1193005,S,肤色
噜****兔,"确实就是少女内衣
材质是很舒服没错
但是弯腰容易把内衣的边边卷起来
而且里面的胸垫不固定很容易移动",6,3,1193005,M,肤色
x****9,这个很满意，真心是蛮舒服了，手感很好的。价位也便宜。反正我就是穿聚拢也没多大啦。还是安稳穿舒适型的吧。😂😂😂😂这个很满意，真心是蛮舒服了，手感很好的。价位也便宜。反正我就是穿聚拢也没多大啦。还是安稳穿舒适型的吧。😂😂😂😂,3,5,1193005,S,黑色
x****9,这个很满意，真心是蛮舒服了，手感很好的。价位也便宜。反正我就是穿聚拢也没多大啦。还是安稳穿舒适型的吧。😂😂😂😂这个很满意，真心是蛮舒服了，手感很好的。价位也便宜。反正我就是穿聚拢也没多大啦。还是安稳穿舒适型的吧。😂😂😂😂,3,5,1193005,S,肤色
玄****子,还没用，感觉不错的样子,5,5,1193005,M,黑色
葉****,买了好几次了,5,5,1193005,S,黑色
1****6,已经放弃其他平台了，每天都想逛严选，没样物品都想买买买，都觉得需要。哈哈哈😄,3,5,1193005,S,黑色
t****1,严选的包装必须点赞。跟朋友一起买了三个，每个都有独立的包装。朋友也被网易圈粉了，哈哈哈,4,5,1193005,M,黑色
7****3,穿着非常舒适，自从有了这种文胸再也不想穿带钢圈款了！,1,5,1193005,M,黑色
金****雪,一般,3,3,1193005,L,肤色
h****0,舒服，很好，严选物品性价比超高，质量过硬，现在没什么都先看看严选,4,5,1193005,M,黑色
1****6,是运动系列没错啦！哈哈哈哈哈,5,5,1193005,M,肤色
特****兔,给妈妈买的，简直舒服的不得了，自己准备再购入一个小码的，软糯糯的，支持严选啦,3,5,1193005,L,肤色
陌****走,第一件穿的时候觉得很舒服 又买了第二件 但是 ……穿时间长了总往上卷 一卷上去就嘞出印 又疼又痒 不推荐买,5,5,1193005,L,黑色
x****a,发货很快到货也很快。收到货打开看了手感很光滑很软这点很好。不过看材质没有用棉不知道长时间穿着透气性如何。不过还是期待使用啦,2,5,1193005,S,肤色
m****9,一直穿着好穿才来买的，舒服不变形。,3,5,1193005,M,肤色
m****9,一直穿着好穿才来买的，舒服不变形。,3,5,1193005,M,黑色
f****n,质量没啥说的，好👍👍👍,5,5,1193005,M,肤色
m****2,不满意,4,3,1193005,M,肤色
1****8,，穿着舒适合体，已经不想再穿其它牌子的内衣了。,3,5,1193005,L,黑色
x****1,柔软，布料象长筒袜，没有美胸效果，但舒适度可以。,5,5,1193005,M,肤色
m****2,不满意,4,3,1193005,M,黑色
1****4,就是穿着睡觉 醒来发现两块垫片跑到了同一边，中间是没有走线隔开的是怎么回事,3,5,1193005,M,肤色
壁****姐,貌似75B穿中码有点紧，而且里面杯垫容易移动,4,4,1193005,M,黑色
